"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 16-Dec-2025"
"SYMBOL","SERIES","Adjusted_52_Week_High","52_Week_High_Date","Adjusted_52_Week_Low","52_Week_Low_DT"
"BAJAJHIND","EQ","     33.74","16-DEC-2024","     16.50","07-APR-2025"
"BAJAJHLDNG","EQ","  14763.00","18-AUG-2025","  10245.10","13-JAN-2025"
"BAJAJINDEF","EQ","    580.25","04-JUL-2025","    199.24","04-MAR-2025"
"BAJEL","EQ","    307.80","16-DEC-2024","    146.41","07-APR-2025"
"BAJFINANCE","EQ","   1102.50","23-OCT-2025","    679.20","31-DEC-2024"
"BALAJEE","EQ","     77.79","16-DEC-2024","     38.16","15-DEC-2025"
"BALAJIPHOS","SM","    184.70","03-SEP-2025","     72.60","10-MAR-2025"
"BALAJITELE","EQ","    141.32","26-SEP-2025","     49.02","04-MAR-2025"
"BALAMINES","EQ","   2025.00","16-DEC-2024","   1080.00","09-DEC-2025"
"BALAXI","EQ","     84.00","08-JAN-2025","     28.81","15-DEC-2025"
"BALCO","SM","     49.25","20-DEC-2024","     23.75","10-DEC-2025"
"BALKRISHNA","EQ","     27.19","17-DEC-2024","     16.20","07-APR-2025"
"BALKRISIND","EQ","   2928.00","01-JAN-2025","   2152.05","07-APR-2025"
"BALMLAWRIE","EQ","    238.20","15-SEP-2025","    146.60","03-MAR-2025"
"BALPHARMA","EQ","    132.00","06-JAN-2025","     70.05","10-DEC-2025"
"BALRAMCHIN","EQ","    627.80","16-JUL-2025","    407.80","09-DEC-2025"
"BALUFORGE","EQ","    867.70","18-DEC-2024","    428.40","03-MAR-2025"
"BANARBEADS","EQ","    164.70","30-OCT-2025","     97.00","29-AUG-2025"
"BANARISUG","EQ","   4444.00","16-MAY-2025","   3000.30","03-MAR-2025"
"BANCOINDIA","EQ","    879.80","06-OCT-2025","    297.50","03-MAR-2025"
"BANDHANBNK","EQ","    192.48","30-JUN-2025","    128.16","18-FEB-2025"
"BANG","EQ","     90.83","23-DEC-2024","     42.77","07-APR-2025"
"BANKA","EQ","    112.80","20-DEC-2024","     56.99","03-MAR-2025"
"BANKADD","EQ","     61.84","12-DEC-2025","     46.50","22-JAN-2025"
"BANKBARODA","EQ","    303.95","02-DEC-2025","    190.70","04-MAR-2025"
"BANKBEES","EQ","    624.70","12-DEC-2025","    490.00","11-MAR-2025"
"BANKBENAV","EQ","-","-","-","-"
"BANKBETF","EQ","     65.00","15-MAY-2025","     47.00","11-MAR-2025"
"BANKBINAV","EQ","-","-","-","-"
"BANKETF","EQ","    610.16","01-DEC-2025","    481.38","11-MAR-2025"
"BANKIETF","EQ","     62.88","28-NOV-2025","     47.53","14-JAN-2025"
"BANKINDIA","EQ","    151.43","26-NOV-2025","     90.05","13-JAN-2025"
"BANKNIFTY1","EQ","    651.60","21-JUL-2025","    490.15","11-MAR-2025"
"BANKPSU","EQ","     88.74","20-NOV-2025","     55.29","03-MAR-2025"
"BANSALWIRE","EQ","    473.45","16-DEC-2024","    299.00","06-NOV-2025"
"BANSWRAS","EQ","    178.80","17-DEC-2024","    109.63","07-NOV-2025"
"BARFLEX","SM","     82.40","22-SEP-2025","     41.15","27-MAR-2025"
"BASF","EQ","   5950.00","20-DEC-2024","   3863.10","12-DEC-2025"
"BASILIC","SM","    509.80","10-SEP-2025","    223.15","19-FEB-2025"
"BASML","EQ","     57.64","03-JAN-2025","     24.90","14-NOV-2025"
"BATAINDIA","EQ","   1479.00","06-JAN-2025","    942.00","09-DEC-2025"
"BAWEJA","SM","     79.00","01-FEB-2025","     37.60","12-DEC-2025"
"BAYERCROP","EQ","   6511.00","07-JUL-2025","   4217.45","13-FEB-2025"
"BBETF0432","EQ","   1323.24","07-AUG-2025","   1205.00","19-DEC-2024"
"BBETF0INAV","EQ","-","-","-","-"
"BBL","EQ","   3928.95","17-DEC-2024","   2350.00","07-APR-2025"
"BBNPNBETF","EQ","     62.00","08-DEC-2025","     47.43","10-MAR-2025"
"BBNPNBINAV","EQ","-","-","-","-"
"BBNPPGOLD","EQ","    130.50","15-DEC-2025","     73.55","30-DEC-2024"
"BBOX","EQ","    707.00","17-DEC-2024","    320.85","09-APR-2025"
"BBTC","EQ","   2416.85","16-DEC-2024","   1607.05","28-FEB-2025"
"BBTCL","EQ","    229.35","17-NOV-2025","    120.60","26-MAR-2025"
"BCG","EQ","     22.00","14-JUL-2025","      9.36","16-DEC-2024"
"BCLIND","EQ","     54.75","17-DEC-2024","     30.41","09-DEC-2025"
"BCONCEPTS","BE","    550.00","17-JAN-2025","    252.10","09-SEP-2025"
"BDL","EQ","   2096.60","30-MAY-2025","    907.00","03-MAR-2025"
"BEACON","ST","    105.45","17-DEC-2024","     50.00","03-OCT-2025"
"BEARDSELL","EQ","     43.24","22-JAN-2025","     23.00","07-APR-2025"
"BECTORFOOD","EQ","    363.10","16-DEC-2024","    242.30","03-OCT-2025"
"BEDMUTHA","EQ","    216.79","16-DEC-2024","     95.00","09-DEC-2025"
"BEL","EQ","    436.00","01-JUL-2025","    240.25","19-FEB-2025"
"BELLACASA","EQ","    497.35","15-OCT-2025","    358.65","12-AUG-2025"
"BELRISE","EQ","    172.68","28-NOV-2025","     89.15","02-JUN-2025"
"BEML","EQ","   2437.40","23-JUN-2025","   1175.00","03-MAR-2025"
"BEPL","EQ","    157.68","17-DEC-2024","     88.00","09-DEC-2025"
"BERGEPAINT","EQ","    605.00","03-JUL-2025","    437.75","30-DEC-2024"
"BESTAGRO","EQ","    661.45","18-DEC-2024","    244.15","26-MAR-2025"
"BETA","EQ","   2105.67","16-DEC-2024","   1429.52","04-MAR-2025"
"BEWLTD","SM","    295.00","27-DEC-2024","    110.40","05-DEC-2025"
"BFINVEST","EQ","    753.95","17-DEC-2024","    394.55","09-DEC-2025"
"BFSI","EQ","     29.38","24-NOV-2025","     22.30","01-FEB-2025"
"BFUTILITIE","BZ","   1080.00","19-DEC-2024","    565.00","09-DEC-2025"
"BGLOBAL","BZ","      5.43","20-JAN-2025","      2.81","04-AUG-2025"
"BGRENERGY","BE","    490.80","24-OCT-2025","     69.05","05-MAR-2025"
"BHADORA","SM","    128.85","15-SEP-2025","     71.05","08-DEC-2025"
"BHAGCHEM","EQ","    343.35","17-DEC-2024","    225.00","11-DEC-2025"
"BHAGERIA","EQ","    244.60","24-OCT-2025","    132.00","07-APR-2025"
"BHAGYANGR","BE","    167.40","17-NOV-2025","     65.00","08-MAY-2025"
"BHANDARI","EQ","      8.15","16-DEC-2024","      3.90","12-DEC-2025"
"BHARATFORG","EQ","   1460.20","20-NOV-2025","    919.10","07-APR-2025"
"BHARATGEAR","BE","    154.20","29-SEP-2025","     64.80","01-APR-2025"
"BHARATRAS","EQ","   3000.00","13-AUG-2025","   2199.63","29-MAY-2025"
"BHARATSE","EQ","    239.45","17-OCT-2025","     69.84","07-APR-2025"
"BHARATWIRE","EQ","    248.70","17-JUN-2025","    122.23","04-MAR-2025"
"BHARTIARTL","EQ","   2174.50","21-NOV-2025","   1559.50","28-FEB-2025"
"BHARTIHEXA","EQ","   2052.90","01-JUL-2025","   1234.00","27-FEB-2025"
"BHEL","EQ","    295.25","01-DEC-2025","    176.00","03-MAR-2025"
"BIGBLOC","EQ","    113.97","19-DEC-2024","     48.25","11-NOV-2025"
"BIKAJI","EQ","    820.00","17-DEC-2024","    558.80","18-FEB-2025"
"BIKEWO","SM","     30.95","01-JAN-2025","     13.65","06-OCT-2025"
"BIL","EQ","    984.75","23-JUL-2025","    444.00","09-APR-2025"
"BILVYAPAR","BE","     23.11","17-APR-2025","      6.41","09-DEC-2025"
"BIOCON","EQ","    424.95","18-NOV-2025","    291.00","03-MAR-2025"
"BIOFILCHEM","EQ","     67.69","17-DEC-2024","     32.60","03-DEC-2025"
"BIRDYS","SM","    154.00","17-JUL-2025","     82.30","03-MAR-2025"
"BIRET","RR","    355.38","23-OCT-2025","    270.87","24-DEC-2024"
"BIRLACABLE","EQ","    234.53","16-DEC-2024","    125.35","17-MAR-2025"
"BIRLACORPN","EQ","   1535.30","30-JUL-2025","    910.25","03-MAR-2025"
"BIRLAMONEY","EQ","    303.72","24-DEC-2024","    131.27","04-MAR-2025"
"BIRLANU","EQ","   2600.00","16-DEC-2024","   1511.00","08-DEC-2025"
"BLACKBUCK","EQ","    748.00","21-OCT-2025","    326.45","28-JAN-2025"
"BLAL","EQ","    258.40","17-DEC-2024","    180.50","03-MAR-2025"
"BLBLIMITED","EQ","     24.95","17-DEC-2024","     13.10","13-MAR-2025"
"BLISSGVS","EQ","    190.97","31-JUL-2025","    108.12","07-APR-2025"
"BLKASHYAP","EQ","     84.69","08-JAN-2025","     45.00","07-APR-2025"
"BLS","EQ","    521.80","03-JAN-2025","    276.95","13-OCT-2025"
"BLSE","EQ","    232.50","11-JUN-2025","    131.31","07-APR-2025"
"BLUECHIP","BE","      9.80","12-NOV-2024","      3.21","15-DEC-2025"
"BLUECOAST","BE","     86.31","19-AUG-2025","     11.19","17-DEC-2024"
"BLUEDART","EQ","   7905.00","16-DEC-2024","   5352.00","11-DEC-2025"
"BLUEJET","EQ","   1027.80","21-JUL-2025","    492.00","16-DEC-2024"
"BLUEPEBBLE","SM","    370.85","30-DEC-2024","     88.00","25-NOV-2025"
"BLUESTARCO","EQ","   2417.00","06-JAN-2025","   1521.00","30-MAY-2025"
"BLUESTONE","EQ","    793.00","09-OCT-2025","    493.60","15-DEC-2025"
"BLUEWATER","SM","    187.20","17-JUN-2025","    125.40","03-JUL-2025"
"BLUSPRING","EQ","    100.88","21-JUL-2025","     62.61","09-DEC-2025"
"BMETRICS","SM","     63.20","12-FEB-2025","     38.10","27-MAR-2025"
"BMWVENTLTD","EQ","     78.00","01-OCT-2025","     55.70","10-OCT-2025"
"BNGOLDINAV","EQ","-","-","-","-"
"BNKETFINAV","EQ","-","-","-","-"
"BNKPSUINAV","EQ","-","-","-","-"
"BODALCHEM","EQ","     81.49","04-JUL-2025","     49.50","09-DEC-2025"
"BOHRAIND","EQ","     39.29","25-MAR-2025","     15.90","23-DEC-2024"
"BOMDYEING","EQ","    222.61","16-DEC-2024","    117.50","07-APR-2025"
"BORANA","BE","    323.21","20-NOV-2025","    211.00","04-SEP-2025"
"BOROLTD","EQ","    448.80","17-DEC-2024","    282.65","18-FEB-2025"
"BORORENEW","EQ","    721.00","12-NOV-2025","    441.45","07-APR-2025"
"BOROSCI","EQ","    190.79","18-JUL-2025","    107.42","07-APR-2025"
"BOSCHLTD","EQ","  41945.00","10-SEP-2025","  25921.60","07-APR-2025"
"BOSS","SM","     56.30","17-APR-2025","     36.55","27-MAR-2025"
"BPCL","EQ","    381.55","17-NOV-2025","    234.01","03-MAR-2025"
"BPL","EQ","    144.20","16-DEC-2024","     50.00","08-DEC-2025"
"BRACEPORT","SM","    111.00","22-APR-2025","     69.00","20-FEB-2025"
"BRIGADE","EQ","   1338.70","23-DEC-2024","    838.50","09-DEC-2025"
"BRIGHOTEL","EQ","     91.77","19-AUG-2025","     72.05","11-DEC-2025"
"BRITANNIA","EQ","   6336.00","04-SEP-2025","   4506.00","04-MAR-2025"
"BRNL","EQ","     53.43","15-JAN-2025","     17.40","11-AUG-2025"
"BROOKS","EQ","    198.86","07-JAN-2025","     93.51","09-DEC-2025"
"BSE","EQ","   3030.00","10-JUN-2025","   1227.33","11-MAR-2025"
"BSE500IETF","EQ","     41.51","03-NOV-2025","     33.00","07-APR-2025"
"BSHSL","EQ","    179.99","04-FEB-2025","     94.15","09-DEC-2025"
"BSL","EQ","    331.85","23-DEC-2024","    127.30","20-JUN-2025"
"BSLGOLDETF","EQ","    121.47","01-OCT-2025","     66.45","02-JAN-2025"
"BSLGOLINAV","EQ","-","-","-","-"
"BSLNIFINAV","EQ","-","-","-","-"
"BSLNIFTY","EQ","     31.18","02-DEC-2025","     20.37","04-MAR-2025"
"BSLSENETFG","EQ","     87.82","05-DEC-2025","     61.64","11-FEB-2025"
"BSLSENINAV","EQ","-","-","-","-"
"BSOFT","EQ","    611.70","17-DEC-2024","    331.00","07-APR-2025"
"BTML","EQ","     13.41","22-JAN-2025","      7.11","30-OCT-2025"
"BULKCORP","SM","    119.85","19-DEC-2024","     50.55","05-MAY-2025"
"BUTTERFLY","EQ","    829.90","21-MAY-2025","    550.70","04-MAR-2025"
"BVCL","EQ","     69.99","09-SEP-2025","     34.06","09-MAY-2025"
"BYKE","EQ","    107.00","17-DEC-2024","     49.51","09-DEC-2025"
"C2C","SM","    954.00","13-JAN-2025","    250.15","12-MAR-2025"
"CADSYS","SM","    127.90","17-DEC-2024","     35.60","09-DEC-2025"
"CALSOFT","EQ","     21.42","08-JUL-2025","      9.38","30-DEC-2024"
"CAMLINFINE","EQ","    333.30","26-JUN-2025","    112.99","16-DEC-2024"
"CAMPUS","EQ","    337.60","30-DEC-2024","    210.00","07-APR-2025"
"CAMS","EQ","   1057.57","03-JAN-2025","    606.21","03-MAR-2025"
"CANARYS","SM","     46.40","19-DEC-2024","     23.50","18-MAR-2025"
"CANBK","EQ","    154.21","02-DEC-2025","     78.60","03-MAR-2025"
"CANFINHOME","EQ","    932.00","08-DEC-2025","    558.50","25-FEB-2025"
"CANHLIFE","EQ","    128.20","10-NOV-2025","    106.00","17-OCT-2025"
"CANTABIL","EQ","    334.00","10-FEB-2025","    213.41","07-MAY-2025"
"CAPACITE","EQ","    465.00","18-DEC-2024","    247.30","09-DEC-2025"
"CAPILLARY","EQ","    798.95","26-NOV-2025","    570.05","21-NOV-2025"
"CAPINVIT","IV","    108.95","03-MAR-2025","     72.95","13-OCT-2025"
"CAPITALSFB","EQ","    330.65","22-JUL-2025","    250.00","12-MAR-2025"
"CAPLIPOINT","EQ","   2641.00","27-DEC-2024","   1599.00","07-APR-2025"
"CAPTRUST","EQ","     81.12","16-DEC-2024","     11.08","04-DEC-2025"
"CARBORUNIV","EQ","   1372.00","20-DEC-2024","    809.10","03-MAR-2025"
"CARERATING","EQ","   1964.00","11-JUN-2025","   1052.00","07-APR-2025"
"CARRARO","EQ","    692.40","03-JAN-2025","    253.15","09-APR-2025"
"CARTRADE","EQ","   3290.50","17-NOV-2025","   1294.00","22-JAN-2025"
"CARYSIL","EQ","   1071.90","12-NOV-2025","    482.30","28-FEB-2025"
"CASHIEINAV","EQ","-","-","-","-"
"CASHIETF","EQ","   1064.57","24-OCT-2025","   1001.47","19-MAR-2025"
"CASTROLIND","EQ","    251.95","06-MAR-2025","    162.60","28-JAN-2025"
"CBAZAAR","ST","     14.00","26-DEC-2024","      3.05","12-NOV-2025"
"CCCL","BE","     28.87","17-SEP-2025","     10.84","19-FEB-2025"
"CCHHL","EQ","     21.24","06-JAN-2025","     13.00","28-FEB-2025"
"CCL","EQ","   1074.40","10-NOV-2025","    525.00","07-APR-2025"
"CDSL","EQ","   1989.80","17-DEC-2024","   1047.45","17-MAR-2025"
"CEATLTD","EQ","   4438.00","23-OCT-2025","   2343.05","04-MAR-2025"
"CEDAAR","SM","    136.30","11-JUL-2025","     60.00","09-DEC-2025"
"CEIGALL","EQ","    375.90","17-DEC-2024","    222.61","09-DEC-2025"
"CELEBRITY","EQ","     18.47","20-DEC-2024","      8.26","09-DEC-2025"
"CELLECOR","SM","     81.50","08-JAN-2025","     25.75","24-OCT-2025"
"CELLO","EQ","    834.90","16-DEC-2024","    494.75","07-APR-2025"
"CELLPOINT","SM","     28.60","16-DEC-2024","     15.60","27-MAR-2025"
"CEMPRO","EQ","    944.00","30-JUN-2025","    476.60","02-MAY-2025"
"CENTENKA","EQ","    744.90","16-DEC-2024","    409.50","08-DEC-2025"
"CENTEXT","BE","     34.75","10-OCT-2025","     15.67","03-MAR-2025"
"CENTRALBK","EQ","     58.96","16-DEC-2024","     32.75","09-MAY-2025"
"CENTRUM","EQ","     41.90","16-JUL-2025","     22.40","07-APR-2025"
"CENTUM","EQ","   3044.00","05-SEP-2025","   1140.30","04-MAR-2025"
"CENTURYPLY","EQ","    897.10","07-FEB-2025","    650.00","07-APR-2025"
"CERA","EQ","   7879.95","17-DEC-2024","   5060.05","17-MAR-2025"
"CEREBRAINT","BZ","     11.81","16-DEC-2024","      3.99","28-MAR-2025"
"CESC","EQ","    192.27","03-JAN-2025","    119.00","17-FEB-2025"
"CEWATER","EQ","    860.00","27-DEC-2024","    349.65","09-DEC-2025"
"CGCL","EQ","    231.35","27-MAR-2025","    150.51","04-JUN-2025"
"CGPOWER","EQ","    797.55","17-SEP-2025","    517.70","07-APR-2025"
"CGRAPHICS","SM","    259.00","02-SEP-2025","    134.40","09-APR-2025"
"CHALET","EQ","   1082.00","01-AUG-2025","    634.05","18-FEB-2025"
"CHAMBLFERT","EQ","    742.20","06-MAY-2025","    410.20","09-DEC-2025"
"CHAMUNDA","SM","     71.00","11-FEB-2025","     36.10","04-MAR-2025"
"CHANDAN","SM","    358.00","18-NOV-2025","    140.00","04-MAR-2025"
"CHAVDA","SM","    186.00","21-JAN-2025","     82.10","03-DEC-2025"
"CHEMBOND","EQ","    637.90","24-DEC-2024","    151.60","04-DEC-2025"
"CHEMBONDCH","EQ","    244.99","25-AUG-2025","    140.29","09-DEC-2025"
"CHEMCON","EQ","    295.00","25-SEP-2025","    160.00","07-APR-2025"
"CHEMFAB","EQ","   1135.00","16-DEC-2024","    452.00","11-DEC-2025"
"CHEMICAL","EQ","     30.00","24-NOV-2025","     27.65","09-DEC-2025"
"CHEMINAV","EQ","-","-","-","-"
"CHEMPLASTS","EQ","    525.00","26-DEC-2024","    255.85","09-DEC-2025"
"CHENNPETRO","EQ","   1103.00","20-NOV-2025","    433.10","03-MAR-2025"
"CHETANA","SM","    129.00","19-MAY-2025","     52.50","08-DEC-2025"
"CHEVIOT","EQ","   1443.50","16-DEC-2024","    974.75","07-APR-2025"
"CHGOLDINAV","EQ","-","-","-","-"
"CHOICEGOLD","EQ","    133.14","15-DEC-2025","    120.00","03-DEC-2025"
"CHOICEIN","EQ","    841.00","03-NOV-2025","    438.45","03-MAR-2025"
"CHOLAFIN","EQ","   1782.00","27-OCT-2025","   1168.00","24-DEC-2024"
"CHOLAHLDNG","EQ","   2231.60","02-JUL-2025","   1357.35","07-APR-2025"
"CIEINDIA","EQ","    503.50","17-DEC-2024","    356.75","07-APR-2025"
"CIFL","EQ","     44.50","19-JUN-2025","     29.25","28-NOV-2025"
"CIGNITITEC","EQ","   1970.00","17-DEC-2024","   1033.25","07-APR-2025"
"CINELINE","EQ","    139.44","16-DEC-2024","     73.64","18-MAR-2025"
"CINEVISTA","EQ","     24.88","18-JUN-2025","     13.21","12-MAR-2025"
"CIPLA","EQ","   1673.00","23-OCT-2025","   1335.00","07-APR-2025"
"CLASSICEIL","SM","    113.90","25-SEP-2025","     66.00","10-DEC-2025"
"CLEAN","EQ","   1600.00","30-MAY-2025","    877.70","08-DEC-2025"
"CLEDUCATE","EQ","    136.98","16-DEC-2024","     67.50","17-MAR-2025"
"CLSEL","EQ","    447.20","01-JAN-2025","    248.30","12-NOV-2025"
"CLSL","SM","     62.80","10-SEP-2025","     42.25","27-MAR-2025"
"CMICABLES","BZ","      5.90","07-OCT-2024","      2.85","07-JUL-2025"
"CMNL","SM","    183.90","10-NOV-2025","    114.75","12-FEB-2025"
"CMRSL","SM","    118.00","24-DEC-2024","     64.00","28-MAR-2025"
"CMSINFO","EQ","    541.15","17-JUL-2025","    340.20","06-NOV-2025"
"CNL","EQ","   1024.05","16-DEC-2024","    594.75","14-OCT-2025"
"COALINDIA","EQ","    417.25","20-MAY-2025","    349.25","17-FEB-2025"
"COASTCORP","BE","     55.33","19-DEC-2024","     30.01","01-SEP-2025"
"COCHINSHIP","EQ","   2545.00","06-JUN-2025","   1180.20","18-FEB-2025"
"COFFEEDAY","EQ","     51.46","01-SEP-2025","     21.28","24-FEB-2025"
"COFORGE","EQ","   2005.36","30-DEC-2024","   1194.01","07-APR-2025"
"COHANCE","EQ","   1328.00","20-FEB-2025","    521.30","09-DEC-2025"
"COLPAL","EQ","   2975.00","01-FEB-2025","   2096.20","04-DEC-2025"
"COMMITTED","ST","    274.05","22-AUG-2025","     88.90","16-DEC-2024"
"COMMOIETF","EQ","     96.83","31-OCT-2025","     75.61","07-APR-2025"
"COMPINFO","BZ","      3.35","16-DEC-2024","      1.26","01-APR-2025"
"COMPUSOFT","EQ","     31.75","16-DEC-2024","     15.94","07-APR-2025"
"COMSYN","BE","    163.95","10-NOV-2025","     65.00","19-FEB-2025"
"CONCOR","EQ","    663.12","16-DEC-2024","    481.00","03-MAR-2025"
"CONCORDBIO","EQ","   2451.70","10-FEB-2025","   1334.20","09-DEC-2025"
"CONFIPET","EQ","     78.50","16-DEC-2024","     32.51","11-DEC-2025"
"CONNPLEX","SM","    270.00","12-DEC-2025","    177.00","21-AUG-2025"
"CONS","EQ","    132.00","04-SEP-2025","    102.46","03-MAR-2025"
"CONSOFINVT","EQ","    245.09","16-DEC-2024","    152.00","09-DEC-2025"
"CONSUMBEES","EQ","    144.38","21-OCT-2025","    110.86","07-APR-2025"
"CONSUMER","EQ","     13.97","03-JAN-2025","      9.00","07-APR-2025"
"CONSUMIETF","EQ","    133.81","23-OCT-2025","    101.23","07-APR-2025"
"CONSUMINAV","EQ","-","-","-","-"
"CONTI","SM","     41.60","02-JAN-2025","     19.30","19-NOV-2025"
"CONTROLPR","EQ","    917.50","15-JUL-2025","    547.00","07-APR-2025"
"COOLCAPS","SM","     99.50","23-SEP-2025","     57.97","12-FEB-2025"
"CORALFINAC","EQ","     65.49","30-DEC-2024","     33.70","03-MAR-2025"
"CORDSCABLE","EQ","    239.00","16-DEC-2024","    146.65","28-JAN-2025"
"COROMANDEL","EQ","   2718.90","31-JUL-2025","   1596.00","03-MAR-2025"
"CORONA","EQ","   1497.80","15-DEC-2025","   1413.00","15-DEC-2025"
"COSMOFIRST","EQ","   1307.20","23-JUN-2025","    525.70","07-APR-2025"
"COUNCODOS","EQ","     11.92","28-APR-2025","      5.01","08-DEC-2025"
"CPCAP","EQ","    438.00","02-APR-2025","    102.62","09-DEC-2025"
"CPEDU","EQ","    338.75","29-OCT-2025","    217.61","05-SEP-2025"
"CPPLUS","EQ","   1745.10","19-NOV-2025","   1015.00","05-AUG-2025"
"CPS","SM","   1095.00","10-NOV-2025","    412.00","04-MAR-2025"
"CPSEETF","EQ","     96.16","17-JUN-2025","     74.90","07-APR-2025"
"CPSEETFNAV","EQ","-","-","-","-"
"CRAFTSMAN","EQ","   7378.50","11-NOV-2025","   3700.00","07-APR-2025"
"CRAMC","EQ","    353.40","27-OCT-2025","    274.30","09-DEC-2025"
"CRAYONS","SM","    109.00","16-DEC-2024","     38.50","09-DEC-2025"
"CREATIVEYE","EQ","     12.19","11-JUN-2025","      5.27","04-MAR-2025"
"CREDITACC","EQ","   1490.10","27-OCT-2025","    750.20","27-JAN-2025"
"CREST","EQ","    487.95","06-JAN-2025","    319.10","28-FEB-2025"
"CRISIL","EQ","   6950.00","31-DEC-2024","   3973.60","07-APR-2025"
"CRIZAC","EQ","    387.95","08-SEP-2025","    254.65","24-NOV-2025"
"CROMPTON","EQ","    413.90","16-DEC-2024","    248.40","11-DEC-2025"
"CROWN","EQ","    231.99","21-JAN-2025","    125.01","21-NOV-2025"
"CSBBANK","EQ","    447.00","10-NOV-2025","    272.75","04-MAR-2025"
"CSLFINANCE","EQ","    380.20","09-JUN-2025","    227.45","07-APR-2025"
"CSSL","ST","    119.00","08-DEC-2025","     96.75","15-DEC-2025"
"CTE","EQ","    116.67","02-JAN-2025","     34.11","28-MAR-2025"
"CUB","EQ","    284.00","01-DEC-2025","    142.91","27-MAR-2025"
"CUBEINVIT","IV","    145.95","27-NOV-2025","    119.46","26-DEC-2024"
"CUBEXTUB","EQ","    143.25","22-JAN-2025","     67.11","09-MAY-2025"
"CUDML","SM","    166.50","28-NOV-2025","    130.00","19-AUG-2025"
"CUMMINSIND","EQ","   4615.00","12-DEC-2025","   2580.00","07-APR-2025"
"CUPID","EQ","    419.00","15-DEC-2025","     55.75","07-APR-2025"
"CURAA","BE","    337.00","25-AUG-2025","     24.43","24-MAR-2025"
"CURIS","SM","    147.90","14-NOV-2025","    107.00","10-DEC-2025"
"CURRENT","SM","    163.00","18-SEP-2025","    123.05","11-SEP-2025"
"CYBERMEDIA","BE","     27.03","31-DEC-2024","     11.00","01-APR-2025"
"CYBERTECH","BE","    274.80","03-OCT-2025","    125.12","07-APR-2025"
"CYIENT","EQ","   2106.70","16-DEC-2024","   1084.05","07-APR-2025"
"CYIENTDLM","EQ","    696.55","26-DEC-2024","    378.60","07-APR-2025"
"DABUR","EQ","    577.00","04-SEP-2025","    433.30","07-APR-2025"
"DALBHARAT","EQ","   2496.30","17-SEP-2025","   1601.00","12-MAR-2025"
"DALMIASUG","EQ","    464.90","14-MAY-2025","    278.60","09-DEC-2025"
"DAMCAPITAL","EQ","    456.90","27-DEC-2024","    195.55","07-APR-2025"
"DAMODARIND","EQ","     46.70","03-JAN-2025","     28.00","03-MAR-2025"
"DANGEE","EQ","      9.55","24-DEC-2024","      3.40","09-DEC-2025"
"DANISH","SM","   1316.00","17-DEC-2024","    599.95","09-DEC-2025"
"DATAMATICS","EQ","   1120.00","07-AUG-2025","    522.00","07-APR-2025"
"DATAPATTNS","EQ","   3268.80","06-JUN-2025","   1351.15","03-MAR-2025"
"DAVANGERE","EQ","      6.36","22-JAN-2025","      3.03","10-OCT-2025"
"DBCORP","EQ","    333.90","16-DEC-2024","    189.05","12-FEB-2025"
"DBEIL","EQ","    214.00","27-DEC-2024","    117.10","09-DEC-2025"
"DBL","EQ","    585.00","24-SEP-2025","    363.15","28-JAN-2025"
"DBOL","EQ","    126.28","16-DEC-2024","     57.34","17-MAR-2025"
"DBREALTY","EQ","    252.67","09-JUL-2025","    112.70","09-DEC-2025"
"DBSTOCKBRO","EQ","     52.00","01-JAN-2025","     24.32","20-NOV-2025"
"DCAL","EQ","    321.95","23-SEP-2025","    178.00","07-MAY-2025"
